,text
671,"⁃ Goiás: o DNIT concluiu a adequação e a restauração de 17 quilômetros de pista na BR-414/GO, no segmento que fica entre Cocalzinho de Goiás (km 375) e Corumbá de Goiás (km 392).⁣⁣ @Marceloscf2 . Para mais detalhes dos  serviços em todo Brasil siga as redes sociais mencionadas https://t.co/rHE1oitfZR"
672,"⁃ Alagoas: novo viaduto no entroncamento da BR-104/AL com a BR-316/AL, conhecido como Viaduto da PRF, na principal via de acesso a Maceió.⁣ @MInfraestrutura https://t.co/UWZCuxfteA"
673,"⁃ Piauí: o @DNIToficial entrega 47 quilômetros de pavimentação asfáltica em Tratamento Superficial Simples (TSS) na BR-222/PI, no subtrecho de Piripiri (km 77,6) até Batalha (km 124,6). @tarcisiogdf https://t.co/S9kNvmmEEp"
674,"⁃ Maranhão: O @DNIToficial fecha 2020 com uma grande entrega para os maranhenses: 50km de pista recuperada na BR-135/MA, entre Miranda do Norte e São Mateus. Trecho que era extremamente castigado! https://t.co/7GMuQrF7V8"
675,"- Na praia com o povo, 01/janeiro.
- Praia Grande/São Paulo.
- Presidente JAIR BOLSONARO. https://t.co/Lqr33ZgrKE"
676,O @govbr prolonga tarifa zero para importação de remédios e insumos contra o covid. O objetivo é aumentar a oferta e diminuir os custos dos bens destinados ao tratamento do problema. @MinEconomia .
677,"RT @CarlosBolsonaro: 1- Em 2020, a @CGUonline realizou 93 operações especiais, em conjunto com a @policiafederal e outros órgãos públicos, para combater desvios de recursos federais repassados a estados e municípios. Ministro @WRosarioCGU @govbr @jairbolsonaro https://t.co/N45VnWwlaT"
678,"RT @tarcisiogdf: +21km de melhoria na BR-367/MG entre Chapada do Norte e Berilo, Vale do Jequitinhonha. Técnica rápida e alternativa com revestimento reciclado que adotamos em trechos de pouca demanda ao piso em regiões isoladas e carentes de maior infra. Determinação do presidente @JairBolsonaro https://t.co/fvEvx2S3Sl"
679,"RT @tvbrasilgov: Ministro do @mctic,@Astro_Pontes, falou sobre os investimentos em Ciência e Tecnologia para o combate ao #coronavirus e também sobre o futuro da Base de Alcântara, no Maranhão. Temas foram tratados no programa Brasil em Pauta. ⬇️📺
Entrevista completa: https://t.co/ZWG7jKxieY https://t.co/RWGENLhPq5"
680,"- Desde 1996 a Lei Kandir isentava o pagamento de ICMS sobre exportações de produtos agrícolas, carnes, madeira e minérios.

- Com a sanção de hoje, o @govbr põe fim a um impasse que já dura mais de 20 anos, encerrando disputas judiciais sobre o tema. @MinEconomia"
681,"- Sancionei a lei complementar 176 de 29/dez/2020 que prevê repasse de R$ 58 bilhões a estados e municípios até 2037, como forma de compensar as perdas causadas pela Lei Kandir. (Segue)."
682,"RT @CGUonline: #Retrospectiva: em 2020, a CGU também realizou 93 operações especiais, em conjunto com a Polícia Federal e Ministérios Públicos, para combater desvios de recursos federais repassados a estados e municípios. 

https://t.co/JVH2DfCwGc https://t.co/lGVLEhrFgF"
683,- Bom dia a todos! https://t.co/KhUOxYGN0x
684,"- Ponte sobre o Rio Paranaíba já está concluída. ligando GO e MG por meio dos trilhos da Ferrovia Norte-Sul. Essa é uma das obras mais importantes para a Malha Central e vai viabilizar o início das operações do 1º terminal, conectando São Simão à Malha Paulista. @MInfraestrutura https://t.co/yncGbIfRDr"
685,"- Lamento profundamente pelas vidas das crianças argentinas, agora sujeitas a serem ceifadas no ventre de suas mães com anuência do Estado. No que depender de mim e do meu governo, o aborto jamais será aprovado em nosso solo. Lutaremos sempre para proteger a vida dos inocentes!"
686,"- O valor de R$ 1.100,00 se refere ao salário mínimo nacional. O valor é aplicável a todos os trabalhadores, do setor público e privado, e também para as aposentadorias e pensões."
687,"- Assinarei ainda hoje MP que eleva o salário mínimo para R$ 1.100,00 (mil e cem reais), com vigência a partir de 1º de janeiro de 2021. É um aumento de 5,26% em relação ao valor atual (R$ 1.045)."
688,"RT @EconomiaSepec: O #PRONAMPE da #SEPEC @MinEconomia acaba de receber mais R$ 10,1 Bilhões para sua terceira fase. O projeto de lei 5.029/2020, do Senador @jorginhomello, permitiu a edição de uma medida provisória que liberou esses novos recursos para o Fundo Garantidor de Operações (FGO). https://t.co/YCASF8BYau"
689,"RT @CarlosBolsonaro: Algumas das principais obras do @MInfraestrutura em 2020 (@DNIToficial , @aviacaodobrasil e @portosdobrasil ).

A. BR116/RS: 75,8 Km de duplicação;

B. 13,6 km de extensão na Ponte do Rio Guaíba/RS;

C. BR470/SC: complexo de viadutos da Marisa; (segue) https://t.co/TTMGCvWPJz"
690,- Praia Grande/SP. https://t.co/RnLZH6oyoY
691,"- Nesta nova fase de implementação, a partir de 04/01, estados, municípios e o DF terão dez dias para manifestar interesse formal e voluntário em participar do programa. A lista de interessados e de vagas remanescentes será divulgada no site do MEC em 25 de janeiro. @mribeiroMEC"
692,"- O @MEC_Comunicacao publicou, nesta segunda-feira (28), no Diário Oficial da União (DOU), portaria com as normas para implantação de mais 54 novas Escolas Cívico-Militares em 2021. @govbr https://t.co/3W7RnDl9qF"
693,"- MP de hoje prorroga a execução dos recursos da Lei Aldir Blanc para 2021.

- Ao todo o @govbr , por meio da @CulturaGovBr , transferiu R$ 3 bilhões para estados e municípios auxiliarem os pequenos artistas e espaços culturais.

- Cerca de 700 mil trabalhadores beneficiados. https://t.co/UnrjOY5FmP"
694,"@AmendoncaMJSP 🤝🇧🇷, Ministro!"
695,"- Canal do Sertão.
- Água para 200 mil alagoanos.
- Um abraço meu Nordeste.

. Link no YouTube: https://t.co/BantLzcFsl https://t.co/gc8Fm0eUdB"
696,"- ""Arrendar"" o mar, expropriar terras, vender 2 milhões de km2 do Brasil.......

- Bom dia a todos. https://t.co/xuDCDWnsYP"
697,RT @Astro_Pontes: Conceituada revista científica internacional atesta que o medicamento antiviral nitazoxanida é capaz de reduzir a carga viral em pacientes com até 3 dias de infecção pelo coronavírus. Saiba mais em https://t.co/ge1Vqmp4lx @jairbolsonaro @govbr  @planalto @secomvc https://t.co/6eDySe0Ztq
698,"RT @CarlosBolsonaro: Mais ações que você não verá na maior parte da mídia que torce contra o país devido a ab$tinência:

A Operação Covid-19, do @DefesaGovBr , completou 9 meses. Há mais de 270 dias, as Forças Armadas estão no combate ao vírus em todo o país.

 Siga o fio para conferir: https://t.co/lJezD8Rqmj"
699,"- Hoje, às 16 horas,  participarei do jogo beneficente ""Natal Sem Fome"", na Vila Belmiro/Santos/SP. https://t.co/KxiGHtNOuJ"
700,@Astro_Pontes @govbr @planalto @secomvc 🤝🇧🇷
701,"- Ramal do Agreste.
- Água em Pernambuco.
- Concluindo obras.

. Link no YouTube: https://t.co/pqaZgHcGZo https://t.co/hXNGZ3SWtp"
702,"- Quase toda a imprensa me atacou dizendo que desprezo a vida pelo ""EU NÃO DOU BOLA PARA ISSO"".

- Assista ao vídeo, e veja a verdade:

. Link no YouTube: https://t.co/BaQnS2kJ9L

. Via Parler: JairMBolsonaro https://t.co/9S1ymnRB4O"
703,VACINA: https://t.co/RHBBFzxffV
704,"- Cinturão das águas no Ceará.
- Libertando o nosso Nordeste.

. Link no YouTube: https://t.co/SO31vwqtjw https://t.co/8g07yuifCi"
705,https://t.co/LOuKFnWXBu https://t.co/jsvVabHFBb
706,"RT @tarcisiogdf: Ao longo do ano, fomos mostrando a evolução das obras da ponte sobre o Rio Paranaíba, na ferrovia Norte-Sul. Agora, a ponte está pronta e os trens chegam à São Simão. Até julho, estarão chegando à Anápolis. O gov @jairbolsonaro está colocando o Brasil nos trilhos. Bom dia! https://t.co/1aZYS5Q5lG"
707,"- Operação Tamaio: recordes históricos no combate ao crime organizado (@PRFBrasil ).

. Link no YouTube: https://t.co/HmMVclMIid https://t.co/6aILDzjiDx"
708,"RT @CarlosBolsonaro: A. Com o objetivo de reduzir e erradicar a dependência do abastecimento por meio de carros-pipa, o @mdregional_br priorizou 939 localidades em 319 municípios de 9 estados do País para investimentos voltados a ações estruturantes de segurança hídrica. @rogeriosmarinho https://t.co/oA1aGwsxxe"
709,"- VENDA DE TERRAS P/ ESTRANGEIROS:

- O Projeto de Lei 2.963/2019, que avança no Senado, permite a venda de terras para estrangeiros.

- Eu já me decidi caso o PL seja aprovado no Congresso. E você, qual a sua opinião? https://t.co/7uuHSd1ZHG"
710,"RT @govbr: O @JusticaGovBr contabilizou, em 2020, um número recorde de operações de combate à corrupção feitas pelas polícias federais: foram deflagradas 515 operações. O valor apreendido chegou a R$ 6,1 bilhões e é 190% maior que o registrado em 2019. Saiba mais: https://t.co/YHY2PRJFe7 https://t.co/zXiE13CEFU"
711,"- O @mdregional_br concluiu mais de 6 mil obras neste ano, uma média de 17 por dia e entregou 410 mil moradias em todo o país. As ações empregaram quatro milhões de brasileiros. @rogeriosmarinho @tvbrasilgov https://t.co/yubajmryNA"
712,"- Live da Semana - 24/12/2020

. Link no YouTube: https://t.co/u70CTqloUC"
713,"- O @govbr destina recursos para o saneamento básico em todo país. Nesta etapa, serão 236 projetos em 204 municípios. Obras de abastecimento de água e esgotamento sanitário. Cerca de 10,4 milhões de pessoas serão alcançadas e gerados / mantidos 567,8 mil empregos. @mdregional_br"
714,"- A Revista IstoÉ inventou uma EX-MULHER para mim.
- Não se cansam de mentir, desinformar, fofocar, espalhar o ódio...
- Não adianta, não terão mais bilhões do contribuinte para propaganda oficial do Governo.
- Querem me derrubar para voltarem a mamar nos cofres públicos. https://t.co/yOJKNxCo1v"
715,"- 414.556 novos postos de trabalho formais criados em novembro.

- Dados do CAGED neste mês é o melhor da série histórica.

- É a Economia reagindo."
716,"- A Confiança do investidor no Brasil. E, ano que vem, vamos mostrar esse confiança mais 54 vezes. Via Capitão @tarcisiogdf @MInfraestrutura 

. Link no YouTube: https://t.co/MBA3uPIGxJ https://t.co/EjAuum3w1O"
717,"- São Francisco do Sul / SC (22/12/2020).

. Link no YouTube: https://t.co/sMU02pyHiV https://t.co/pgMFpPWjsf"
718,- BOA TARDE A TODOS. https://t.co/oIPRJiAhK0
719,"- O Vale do Jequitinhonha e a atenção do Capitão Tarcísio Gomes de Freitas.

- A BR-367 integrando a região.
. @MInfraestrutura 

. Link no YouTube: https://t.co/NgeGkF06Kl https://t.co/2mlXkiLzBk"
720,"RT @CarlosBolsonaro: Recursos, equipamentos e profissionais do @govbr @jairbolsonaro para estados e municípios - NORDESTE (PARTE 1): https://t.co/pkCSOOT3an"
721,@Estadao Abstinência!
722,"- Do Farol da Ilha da Paz, São Francisco do Sul/SC, uma mensagem aos PESCADORES de todo o Brasil.

- Presidente JAIR BOLSONARO / (Sec. Pesca @jorgeseif )

. YouTube: https://t.co/uhrVvMObmd https://t.co/PR80htyiSt"
723,"- A atual administração da CEAGESP é um exemplo de como o Brasil, sem corrupção, pode mudar.

- Em 2022 concluirei meu mandato com a certeza de que deixarei um país bem melhor do que recebi em 2019.

. https://t.co/wsWxunUbMl"
724,"- Ações que você não vê na mídia tradicional.

- Só no MDR, @mdregional_br (Min @rogeriosmarinho ) são 20.000 obras pelo Brasil (ex: água e esgoto).

. Link no YouTube: https://t.co/lFw0ws1p25 https://t.co/lV67qpTY6u"
725,"- @DNIToficial (Cap @tarcisiogdf / @MInfraestrutura ) na recuperação da BR-470 após as chuvas em Santa Catarina.

. Link no YouTube: https://t.co/YEwVHwhEFV https://t.co/cGVMpaeKWj"
726,"- Obrigado sempre pela consideração, Santa Catarina! https://t.co/PXTiGvv6Oo"
727,"RT @CarlosBolsonaro: Sancionada pelo Presidente @jairbolsonaro , a lei da “internet das coisas”: alguns tributos, incidentes sobre as estações de telecomunicações que integrem sistemas de comunicação máquina a máquina, foram zerados. @mincomunicacoes https://t.co/fQeFWkBQzm"
728,"- Sobrevoo das áreas que foram atingidas pelas fortes chuvas em Santa Catarina. O @mdregional_br , @rogeriosmarinho , está oferecendo todo o apoio no atendimento às vítimas e na elaboração dos planos de trabalho para mitigação dos danos. https://t.co/jzaHdhN34N"
729,"- Programa Águas Brasileiras: recuperação de áreas degradadas, preservação de nascentes e conscientização sobre a importância da água.

- @govbr @jairbolsonaro , @mdregional_br , @mmeioambiente , @CGUonline , @Mapa_Brasil e @mctic 

. Link no YouTube: https://t.co/UESFwATdJZ https://t.co/Tf4A6Bl5ak"
730,"- Polícia Militar do Rio de Janeiro ( @PMERJ )

- Bom dia a todos.

. Link no YouTube: https://t.co/1BAyMV7EKy https://t.co/4g9rmvCvHv"
731,https://t.co/iibjUyp2U3 https://t.co/MKLkU3lNep
732,"- Nas ruas de Jacinto/MG.
- Hoje, às 10h estarei no CFAP, Sulacap/Rio/RJ.
- Formatura 498 Soldados da Polícia Militar.
- PR JAIR BOLSONARO. https://t.co/qZP0Owapqf"
733,"- Live de Quinta-feira - 17/12/2020.

- Link disponível no YouTube: https://t.co/FgjGWCMXA4"
734,"- Lançamento da pedra fundamental da BR-367, Jacinto/MG.
- Vale do Jequetinhonha

. Link no YouTube: https://t.co/4aZfXe2uCG https://t.co/W8X7XcIVQ8"
735,"RT @tarcisiogdf: Demos o passo inicial para pavimentação da BR-367/MG, uma obra aguardada há 60 anos. Serão 61 km que darão lugar a um novo corredor que fortalece o escoamento do agro para os portos da região, trazendo emprego, desenvolvimento e fazendo a diferença na vida das pessoas 🇧🇷🇧🇷🇧🇷 https://t.co/mvXZnMAM4i"
736,RT @CarlosBolsonaro: O @govbr @jairbolsonaro destina crédito extraordinário para garantir água potável às escolas da Região Norte. Esse considerado o maior projeto que o Governo já propôs para levar água potável às escolas da Região! Tendo como alvo 2.300 escolas. @MinCidadania @mdregional_br https://t.co/kMmP8XNmY8
737,"RT @Marceloscf2: Programa de concessões decolando!✈️🇧🇷 Edital para a 6ª rodada de aeroportos aprovado pela @oficial_Anac! Serão 22 terminais, separados em 3 blocos: Sul, Central e Norte. Vamos bater o martelo no dia 7/04 e garantir cerca de 14,5 bi de investimentos para o setor aéreo do Brasil! https://t.co/OUEyEqdzLm"
738,"RT @fabiofaria5555: O Presidente @jairbolsonaro sancionou a nova lei do #Fust. 🎯Conquista história para o setor de telecomunicações, esperada há 13 anos, a norma vai incentivar projetos que levem internet para o campo e escolas públicas rurais. Segue o fio e entenda o que muda 👇🏼 https://t.co/hWD1wlBAEh"
739,RT @tarcisiogdf: Dia histórico para o Norte! Assinamos hoje o contrato de repavimentação dos primeiros 52km da BR-319 (Manaus-Porto Velho). Iniciamos nossa missão de recuperar uma rodovia já asfaltada na década de 70 com o compromisso de torná-la a maior referência em governança ambiental do 🇧🇷 https://t.co/uefCF0VJXz
740,"RT @CarlosBolsonaro: A PF confirmou a realização do 2º maior concurso da história do órgão, e o número de vagas corresponde à soma das últimas 3 seleções realizadas. Após o processo, a corporação contará com maior efetivo de sua história, podendo ultrapassar os 12 mil policiais."
741,- Sílvio Santos é homenageado com selo pelos seus 90 anos. https://t.co/s4oHujWLX8
742,"- A pesca de camarão na costa do Rio Grande do Sul foi restabelecida via liminar do Ministro Kássio Marques.

- A lei estadual 15.233/2018 prejudicava milhares de pescadores não só do Rio Grande do Sul, bem como de Santa Catarina e Paraná. https://t.co/UNKGWz6qtV"
743,"RT @CarlosBolsonaro: 4 terminais portuários serão leiloados pelo @govbr nesta sexta (18). 2 deles no Porto de Aratu/BA e vão atender às demandas da produção agrícola da região chamada de Matopiba, acrônimo das iniciais dos estados abrangidos: MA, TO, PI e BA. @portosdobrasil @MInfraestrutura https://t.co/HdjSNGO48D"
744,"- PRFs do Mato Grosso ampliaram significativamente as apreensões de Cocaína no estado, bem como no avanço da desarticulação da logística de drogas do crime organizado em conjunto com outras Forças de Segurança em todo país. @AmendoncaMJSP @govbr @JusticaGovBR"
